ck_id	county	duchy	kingdom_867	kingdom_1066	kingdom_1178	empire_867	empire_1066	empire_1178	baronies_867	baronies_1066	baronies_1178	development	special_buildings	culture_867	culture_1066	culture_1178	religion_867	religion_1066	religion_1178	names	anchor	source_url
c_ja_n		JaÃ©n	Cordoba	Andalusia	Andalusia	Andalusia	Hispania	Hispania	Hispania	3	10	13	14		Andalusian	Andalusian	Andalusian	Muwalladism	Muwalladism	Muwalladism	JaÃ©n	https://ck3.paradoxwikis.com/List_of_counties#Ja%C3%83%C2%A9n
c_j_hk_m_hkke		JÃ¥hkÃ¥mÃ¥hkke	Ã arjetje	SÃ¡pmi	SÃ¡pmi	SÃ¡pmi	Scandinavia	Scandinavia	Scandinavia	2	0	0	0		Sami	Sami	Sami	Ukonusko	Ukonusko	Ukonusko	JÃ¥hkÃ¥mÃ¥hkke	https://ck3.paradoxwikis.com/List_of_counties#J%C3%83%C2%A5hk%C3%83%C2%A5m%C3%83%C2%A5hkke
c_jaligny		Jaligny	Bourbon	Aquitaine	France	France	Francia	Francia	Francia	2	5	8	24		Occitan	Occitan	French	Catholicism	Catholicism	Catholicism	Jaligny	https://ck3.paradoxwikis.com/List_of_counties#Jaligny
c_jamtaland		Jamtaland	Jamtaland	Norway	Norway	Norway	Scandinavia	Scandinavia	Scandinavia	5	2	4	24		Norse	Norwegian	Norwegian	ÃsatrÃº	Catholicism	Catholicism	Jamtaland	https://ck3.paradoxwikis.com/List_of_counties#Jamtaland
c_jersika		Jersika	Latgalia	Lithuania	Lithuania	Lithuania	Baltic Empire	Baltic Empire	Baltic Empire	4	2	5	8		Latgalian	Latgalian	Latgalian	Vidilism	Vidilism	Vidilism	Jersika	https://ck3.paradoxwikis.com/List_of_counties#Jersika
c_jihlava		Jihlava	Moravia	Great Moravia	Bohemia	Bohemia	West-Slavia	Holy Roman Empire	Holy Roman Empire	2	5	8	24		Slovien	Czech	Czech	Catholicism	Catholicism	Catholicism	Jihlava	https://ck3.paradoxwikis.com/List_of_counties#Jihlava
c_jovvkuj		Jovvkuj	GuolÃ¡dat	SÃ¡pmi	SÃ¡pmi	SÃ¡pmi	Scandinavia	Scandinavia	Scandinavia	3	0	0	0		Sami	Sami	Sami	Ukonusko	Ukonusko	Ukonusko	Jovvkuj	https://ck3.paradoxwikis.com/List_of_counties#Jovvkuj
c_julev_dno		JulevÃ¤dno	VuovdisÃ¡mieana	SÃ¡pmi	SÃ¡pmi	SÃ¡pmi	Scandinavia	Scandinavia	Scandinavia	3	0	0	0		Sami	Sami	Sami	Ukonusko	Ukonusko	Ukonusko	JulevÃ¤dno	https://ck3.paradoxwikis.com/List_of_counties#Julev%C3%83%C2%A4dno
c_j_terbog		JÃ¼terbog	Lausitz	Sorbia	East Francia	East Francia	West-Slavia	Holy Roman Empire	Holy Roman Empire	2	4	8	24		Polabian	Polabian	Polabian	Slovianska Pravda	Slovianska Pravda	Catholicism	JÃ¼terbog	https://ck3.paradoxwikis.com/List_of_counties#J%C3%83%C2%BCterbog
c_kainuu		Kainuu	Pohjanmaa	Finland	Finland	Finland	Scandinavia	Scandinavia	Scandinavia	2	1	4	9		Finnish	Finnish	Finnish	Ukonusko	Ukonusko	Ukonusko	Kainuu	https://ck3.paradoxwikis.com/List_of_counties#Kainuu
c_kaisereia		Kaisereia	Charsianon	Anatolia	Anatolia	Rum	Byzantine Empire	Byzantine Empire	Byzantine Empire	4	6	9	36	Troglodytic Settlements	Greek	Greek	Turkmen	Orthodoxy	Orthodoxy	Maturidism	Kaisereia	https://ck3.paradoxwikis.com/List_of_counties#Kaisereia
c_kaiserslautern		Kaiserslautern	West Franconia	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	5	8	11	15		Franconian	Franconian	Franconian	Catholicism	Catholicism	Catholicism	Kaiserslautern	https://ck3.paradoxwikis.com/List_of_counties#Kaiserslautern
c_kakheti		Kakheti	Georgia	Georgia	Georgia	Georgia	Byzantine Empire	Byzantine Empire	Byzantine Empire	6	6	9	13	Jvari Monastery	Georgian	Georgian	Georgian	Orthodoxy	Orthodoxy	Orthodoxy	Kakheti	https://ck3.paradoxwikis.com/List_of_counties#Kakheti
c_kakisalmi		Kakisalmi	Karelia	Finland	Finland	Finland	Scandinavia	Scandinavia	Scandinavia	3	1	4	9	Grand Temple	Karelian	Karelian	Karelian	Ukonusko	Ukonusko	Ukonusko	Kakisalmi	https://ck3.paradoxwikis.com/List_of_counties#Kakisalmi
c_kalisz		Kalisz	Polania	Poland	Poland	Poland	West-Slavia	West-Slavia	West-Slavia	3	3	8	24		Polish	Polish	Polish	Slovianska Pravda	Catholicism	Catholicism	Kalisz	https://ck3.paradoxwikis.com/List_of_counties#Kalisz
c_kallipolis		Kallipolis	Thrace	Thessalonika	Thessalonika	Thessalonika	Byzantine Empire	Byzantine Empire	Byzantine Empire	5	6	10	24		Greek	Greek	Greek	Orthodoxy	Orthodoxy	Orthodoxy	Kallipolis	https://ck3.paradoxwikis.com/List_of_counties#Kallipolis
c_kammersberg		Kammersberg	Carinthia	Bavaria	Bavaria	Bavaria	Germania	Holy Roman Empire	Holy Roman Empire	4	5	8	24		Carantanian	Bavarian	Bavarian	Catholicism	Catholicism	Catholicism	Kammersberg	https://ck3.paradoxwikis.com/List_of_counties#Kammersberg
c_karachev		Karachev	Karachev	Ruthenia	Ruthenia	Ruthenia	Russia	Russia	Russia	3	2	5	9		Russian	Russian	Russian	Slovianska Pravda	Orthodoxy	Orthodoxy	Karachev	https://ck3.paradoxwikis.com/List_of_counties#Karachev
c_k_r_johka		KÃ¡rÃ¡Å¡johka	Duortnoseatnu	SÃ¡pmi	SÃ¡pmi	SÃ¡pmi	Scandinavia	Scandinavia	Scandinavia	3	0	0	0		Sami	Sami	Sami	Ukonusko	Ukonusko	Ukonusko	KÃ¡rÃ¡Å¡johka	https://ck3.paradoxwikis.com/List_of_counties#K%C3%83%C2%A1r%C3%83%C2%A1%C3%85%C2%A1johka
c_kargopol		Kargopol	Chudia	Bjarmaland	Bjarmaland	Bjarmaland	Russia	Russia	Russia	3	0	0	0		Vepsian	Vepsian	Vepsian	Ukonusko	Ukonusko	Ukonusko	Kargopol	https://ck3.paradoxwikis.com/List_of_counties#Kargopol
c_k_rnten		KÃ¤rnten	Carinthia	Bavaria	Bavaria	Bavaria	Germania	Holy Roman Empire	Holy Roman Empire	3	7	10	24		Carantanian	Carantanian	Carantanian	Catholicism	Catholicism	Catholicism	KÃ¤rnten	https://ck3.paradoxwikis.com/List_of_counties#K%C3%83%C2%A4rnten
c_kartli		Kartli	Tao-Klarjeti	Georgia	Georgia	Georgia	Byzantine Empire	Byzantine Empire	Byzantine Empire	3	6	9	20		Georgian	Georgian	Georgian	Orthodoxy	Orthodoxy	Orthodoxy	Kartli	https://ck3.paradoxwikis.com/List_of_counties#Kartli
c_kassel		Kassel	Hesse	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	4	5	8	24		Franconian	Franconian	Franconian	Catholicism	Catholicism	Catholicism	Kassel	https://ck3.paradoxwikis.com/List_of_counties#Kassel
c_kempten		Kempten	Augsburg	Bavaria	Bavaria	Bavaria	Germania	Holy Roman Empire	Holy Roman Empire	3	5	8	24		Swabian	Swabian	Swabian	Catholicism	Catholicism	Catholicism	Kempten	https://ck3.paradoxwikis.com/List_of_counties#Kempten
c_kent		Kent	Kent	England	England	England	Britannia	Britannia	Britannia	4	6	9	19	Canterbury Basilica	Anglo-Saxon	Anglo-Saxon	English	Catholicism	Catholicism	Catholicism	Kent	https://ck3.paradoxwikis.com/List_of_counties#Kent
c_kernave		Kernave	Lithuania	Lithuania	Lithuania	Lithuania	Baltic Empire	Baltic Empire	Baltic Empire	4	3	6	8		Lithuanian	Lithuanian	Lithuanian	Vidilism	Vidilism	Vidilism	Kernave	https://ck3.paradoxwikis.com/List_of_counties#Kernave
c_keve		Keve	Temes	Hungary	Hungary	Hungary	Carpathia	Carpathia	Carpathia	3	2	8	24		Avar	MogyÃ«r	Hungarian	Tengriism	TÃ¡ltosism	Catholicism	Keve	https://ck3.paradoxwikis.com/List_of_counties#Keve
c_kevrola		Kevrola	Ustyug	Bjarmaland	Bjarmaland	Bjarmaland	Russia	Russia	Russia	3	0	0	0		Vepsian	Vepsian	Vepsian	Ukonusko	Ukonusko	Ukonusko	Kevrola	https://ck3.paradoxwikis.com/List_of_counties#Kevrola
c_khachen		Khachen	Greater Armenia	Armenia	Armenia	Armenia	Byzantine Empire	Byzantine Empire	Byzantine Empire	6	5	8	24		Armenian	Armenian	Armenian	Apostolic	Apostolic	Apostolic	Khachen	https://ck3.paradoxwikis.com/List_of_counties#Khachen
c_kholmogory		Kholmogory	Biarmia	Bjarmaland	Bjarmaland	Bjarmaland	Russia	Russia	Russia	5	1	2	3		Bjarmian	Bjarmian	Bjarmian	Ukonusko	Ukonusko	Ukonusko	Kholmogory	https://ck3.paradoxwikis.com/List_of_counties#Kholmogory
c_kinda		Kinda	ÃstergÃ¶tland	Sweden	Sweden	Sweden	Scandinavia	Scandinavia	Scandinavia	3	2	7	14		Norse	Swedish	Swedish	ÃsatrÃº	Catholicism	Catholicism	Kinda	https://ck3.paradoxwikis.com/List_of_counties#Kinda
c_kintu		KintuÅ¡	GuolÃ¡dat	SÃ¡pmi	SÃ¡pmi	SÃ¡pmi	Scandinavia	Scandinavia	Scandinavia	3	0	0	0		Sami	Sami	Sami	Ukonusko	Ukonusko	Ukonusko	KintuÅ¡	https://ck3.paradoxwikis.com/List_of_counties#Kintu%C3%85%C2%A1
c_kirillov		Kirillov	Chudia	Bjarmaland	Bjarmaland	Bjarmaland	Russia	Russia	Russia	3	0	0	0		Vepsian	Vepsian	Vepsian	Ukonusko	Ukonusko	Ukonusko	Kirillov	https://ck3.paradoxwikis.com/List_of_counties#Kirillov
c_kitka		Kitka	Giemajohka	SÃ¡pmi	SÃ¡pmi	SÃ¡pmi	Scandinavia	Scandinavia	Scandinavia	3	0	0	0		Sami	Sami	Sami	Ukonusko	Ukonusko	Ukonusko	Kitka	https://ck3.paradoxwikis.com/List_of_counties#Kitka
c_kittila		Kittila	VuovdisÃ¡mieana	SÃ¡pmi	SÃ¡pmi	SÃ¡pmi	Scandinavia	Scandinavia	Scandinavia	3	0	0	0		Sami	Sami	Sami	Ukonusko	Ukonusko	Ukonusko	Kittila	https://ck3.paradoxwikis.com/List_of_counties#Kittila
c_klarjeti		Klarjeti	Tao-Klarjeti	Georgia	Georgia	Georgia	Byzantine Empire	Byzantine Empire	Byzantine Empire	4	5	8	24		Georgian	Georgian	Georgian	Orthodoxy	Orthodoxy	Orthodoxy	Klarjeti	https://ck3.paradoxwikis.com/List_of_counties#Klarjeti
c_kletsk		Kletsk	Pinsk	White Rus'	White Rus'	White Rus'	Russia	Russia	Russia	2	2	5	8		Russian	Russian	Russian	Slovianska Pravda	Orthodoxy	Orthodoxy	Kletsk	https://ck3.paradoxwikis.com/List_of_counties#Kletsk
c_klingenberg		Klingenberg	West Franconia	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	3	8	11	15		Franconian	Franconian	Franconian	Catholicism	Catholicism	Catholicism	Klingenberg	https://ck3.paradoxwikis.com/List_of_counties#Klingenberg
c_knin		Knin	Dalmatia	Croatia	Croatia	Croatia	Byzantine Empire	Byzantine Empire	Byzantine Empire	3	8	11	15		Croatian	Croatian	Croatian	Catholicism	Catholicism	Catholicism	Knin	https://ck3.paradoxwikis.com/List_of_counties#Knin
c_knittelfeld		Knittelfeld	Carinthia	Bavaria	Bavaria	Bavaria	Germania	Holy Roman Empire	Holy Roman Empire	3	5	8	24		Carantanian	Bavarian	Bavarian	Catholicism	Catholicism	Catholicism	Knittelfeld	https://ck3.paradoxwikis.com/List_of_counties#Knittelfeld
c_koblenz		Koblenz	Lower Lotharingia	Lotharingia	Lotharingia	Lotharingia	Germania	Holy Roman Empire	Holy Roman Empire	4	8	11	15		Franconian	Franconian	Franconian	Catholicism	Catholicism	Catholicism	Koblenz	https://ck3.paradoxwikis.com/List_of_counties#Koblenz
c_kokenois		Kokenois	Latgalia	Lithuania	Lithuania	Lithuania	Baltic Empire	Baltic Empire	Baltic Empire	3	2	5	8		Estonian	Latgalian	Latgalian	Ukonusko	Vidilism	Vidilism	Kokenois	https://ck3.paradoxwikis.com/List_of_counties#Kokenois
c_ko_obrzeg		KoÅobrzeg	Pomerania	Pomerania	Pomerania	Pomerania	Baltic Empire	Baltic Empire	Baltic Empire	3	2	10	24		Pomeranian	Pomeranian	Pomeranian	Slovianska Pravda	Slovianska Pravda	Catholicism	KoÅobrzeg	https://ck3.paradoxwikis.com/List_of_counties#Ko%C3%85%C2%82obrzeg
c_kolon		Kolon	Somogy	Hungary	Hungary	Hungary	Carpathia	Carpathia	Carpathia	3	2	8	24		Slovien	Hungarian	Hungarian	Catholicism	Catholicism	Catholicism	Kolon	https://ck3.paradoxwikis.com/List_of_counties#Kolon
c_kom_rom		KomÃ¡rom	Visegrad	Hungary	Hungary	Hungary	Carpathia	Carpathia	Carpathia	2	2	8	24		Slovien	Hungarian	Hungarian	Catholicism	Catholicism	Catholicism	KomÃ¡rom	https://ck3.paradoxwikis.com/List_of_counties#Kom%C3%83%C2%A1rom
c_kontupohja		Kontupohja	Karelia	Finland	Finland	Finland	Scandinavia	Scandinavia	Scandinavia	4	1	4	9		Karelian	Karelian	Karelian	Ukonusko	Ukonusko	Orthodoxy	Kontupohja	https://ck3.paradoxwikis.com/List_of_counties#Kontupohja
c_korinthos		Korinthos	Achaia	Hellas	Hellas	Hellas	Byzantine Empire	Byzantine Empire	Byzantine Empire	4	6	10	26		Greek	Greek	Greek	Orthodoxy	Orthodoxy	Orthodoxy	Korinthos	https://ck3.paradoxwikis.com/List_of_counties#Korinthos
c_korosten		Korosten	Turov	Ruthenia	Ruthenia	Ruthenia	Russia	Russia	Russia	5	2	7	24		Russian	Russian	Russian	Slovianska Pravda	Orthodoxy	Orthodoxy	Korosten	https://ck3.paradoxwikis.com/List_of_counties#Korosten
c_korsun		Korsun	Kyiv	Ruthenia	Ruthenia	Ruthenia	Russia	Russia	Russia	3	2	7	24		Russian	Russian	Russian	Slovianska Pravda	Orthodoxy	Orthodoxy	Korsun	https://ck3.paradoxwikis.com/List_of_counties#Korsun
c_koutajoki		Koutajoki	Giemajohka	SÃ¡pmi	SÃ¡pmi	SÃ¡pmi	Scandinavia	Scandinavia	Scandinavia	2	0	0	0		Karelian	Karelian	Karelian	Ukonusko	Ukonusko	Ukonusko	Koutajoki	https://ck3.paradoxwikis.com/List_of_counties#Koutajoki
c_kozelsk		Kozelsk	Karachev	Ruthenia	Ruthenia	Ruthenia	Russia	Russia	Russia	3	2	5	9		Russian	Russian	Russian	Slovianska Pravda	Orthodoxy	Orthodoxy	Kozelsk	https://ck3.paradoxwikis.com/List_of_counties#Kozelsk
c_krajina		Krajina	Lower Bosnia	Croatia	Croatia	Croatia	Byzantine Empire	Byzantine Empire	Byzantine Empire	2	5	8	24		Croatian	Bosnian	Bosnian	Krstjani	Krstjani	Krstjani	Krajina	https://ck3.paradoxwikis.com/List_of_counties#Krajina
c_krajna		Krajna	Polania	Poland	Poland	Poland	West-Slavia	West-Slavia	West-Slavia	3	3	8	24		Pomeranian	Pomeranian	Pomeranian	Slovianska Pravda	Catholicism	Catholicism	Krajna	https://ck3.paradoxwikis.com/List_of_counties#Krajna
c_krak_w		KrakÃ³w	Vistulania	Poland	Poland	Poland	West-Slavia	West-Slavia	West-Slavia	6	3	12	24	University	Polish	Polish	Polish	Slovianska Pravda	Catholicism	Catholicism	KrakÃ³w	https://ck3.paradoxwikis.com/List_of_counties#Krak%C3%83%C2%B3w
c_kran		Kran	Philippopolis	Bulgaria	Bulgaria	Bulgaria	Byzantine Empire	Byzantine Empire	Byzantine Empire	4	5	8	24		Bulgarian	Bulgarian	Bulgarian	Orthodoxy	Orthodoxy	Orthodoxy	Kran	https://ck3.paradoxwikis.com/List_of_counties#Kran
c_kranj		Kranj	Krain	Bavaria	Bavaria	Bavaria	Germania	Holy Roman Empire	Holy Roman Empire	3	5	8	24		Carantanian	Carantanian	Carantanian	Catholicism	Catholicism	Catholicism	Kranj	https://ck3.paradoxwikis.com/List_of_counties#Kranj
c_krass		KrassÃ³	Temes	Hungary	Hungary	Hungary	Carpathia	Carpathia	Carpathia	3	2	8	24		Avar	MogyÃ«r	Hungarian	Tengriism	TÃ¡ltosism	Catholicism	KrassÃ³	https://ck3.paradoxwikis.com/List_of_counties#Krass%C3%83%C2%B3
c_krems		Krems	Austria	Bavaria	Bavaria	Bavaria	Germania	Holy Roman Empire	Holy Roman Empire	4	5	8	24		Bavarian	Bavarian	Bavarian	Catholicism	Catholicism	Catholicism	Krems	https://ck3.paradoxwikis.com/List_of_counties#Krems
c_kujawy		Kujawy	Kuyavia	Poland	Poland	Poland	West-Slavia	West-Slavia	West-Slavia	4	2	9	20		Polish	Polish	Polish	Slovianska Pravda	Catholicism	Catholicism	Kujawy	https://ck3.paradoxwikis.com/List_of_counties#Kujawy
c_kursk		Kursk	Chernigov	Ruthenia	Ruthenia	Ruthenia	Russia	Russia	Russia	4	2	7	24		Russian	Russian	Russian	Slovianska Pravda	Orthodoxy	Orthodoxy	Kursk	https://ck3.paradoxwikis.com/List_of_counties#Kursk
c_kyiv		Kyiv	Kyiv	Ruthenia	Ruthenia	Ruthenia	Russia	Russia	Russia	6	4	15	36	Golden Gate of Kyiv	Russian	Russian	Russian	Slovianska Pravda	Orthodoxy	Orthodoxy	Kyiv	https://ck3.paradoxwikis.com/List_of_counties#Kyiv
c_kyzistra		Kyzistra	Charsianon	Anatolia	Anatolia	Rum	Byzantine Empire	Byzantine Empire	Byzantine Empire	2	6	9	18		Greek	Greek	Turkmen	Orthodoxy	Orthodoxy	Maturidism	Kyzistra	https://ck3.paradoxwikis.com/List_of_counties#Kyzistra
c_la_marche		La Marche	Bourbon	Aquitaine	France	France	Francia	Francia	Francia	3	5	8	24		Occitan	Occitan	Occitan	Catholicism	Catholicism	Catholicism	La_Marche	https://ck3.paradoxwikis.com/List_of_counties#La_Marche
c_labourd		Labourd	Gascogne	Aquitaine	France	France	Francia	Francia	Francia	3	9	12	14		Basque	Basque	Basque	Catholicism	Catholicism	Catholicism	Labourd	https://ck3.paradoxwikis.com/List_of_counties#Labourd
c_laconia		Laconia	Achaia	Hellas	Hellas	Hellas	Byzantine Empire	Byzantine Empire	Byzantine Empire	3	8	12	14	Despots' Palace	Greek	Greek	Greek	Orthodoxy	Orthodoxy	Orthodoxy	Laconia	https://ck3.paradoxwikis.com/List_of_counties#Laconia
c_lanarkshire		Lanarkshire	Lothian	Scotland	Scotland	Scotland	Britannia	Britannia	Britannia	3	2	8	20		Cumbrian	Scots	Scots	Catholicism	Catholicism	Catholicism	Lanarkshire	https://ck3.paradoxwikis.com/List_of_counties#Lanarkshire
c_lancashire		Lancashire	Lancaster	England	England	England	Britannia	Britannia	Britannia	3	5	8	24		Anglo-Saxon	Anglo-Saxon	English	Catholicism	Catholicism	Catholicism	Lancashire	https://ck3.paradoxwikis.com/List_of_counties#Lancashire
c_lanciano		Lanciano	Spoleto	Romagna	Romagna	Romagna	Italia	Italia	Italia	3	7	10	14		Lombard	Sicilian	Sicilian	Catholicism	Catholicism	Catholicism	Lanciano	https://ck3.paradoxwikis.com/List_of_counties#Lanciano
c_langres		Langres	Burgundy	France	France	France	Francia	Francia	Francia	3	5	8	24		French	French	French	Catholicism	Catholicism	Catholicism	Langres	https://ck3.paradoxwikis.com/List_of_counties#Langres
c_l_pu_na		LÄpuÈna	Bugeac	Moldavia	Moldavia	Moldavia	Carpathia	Carpathia	Carpathia	2	2	2	4		Russian	Russian	Vlach	Slovianska Pravda	Orthodoxy	Orthodoxy	LÄpuÈna	https://ck3.paradoxwikis.com/List_of_counties#L%C3%84%C2%83pu%C3%88%C2%99na
c_lecce		Lecce	Apulia	Sicily	Sicily	Sicily	Byzantine Empire	Byzantine Empire	Italia	3	8	11	15		Greek	Greek	Sicilian	Orthodoxy	Orthodoxy	Catholicism	Lecce	https://ck3.paradoxwikis.com/List_of_counties#Lecce
c_czyca		ÅÄczyca	Kuyavia	Poland	Poland	Poland	West-Slavia	West-Slavia	West-Slavia	3	2	8	24	Collegiate Church of St Mary and St Alexius	Polish	Polish	Polish	Slovianska Pravda	Catholicism	Catholicism	ÅÄczyca	https://ck3.paradoxwikis.com/List_of_counties#%C3%85%C2%81%C3%84%C2%99czyca
c_legnica		Legnica	Silesia	Poland	Poland	Poland	West-Slavia	West-Slavia	West-Slavia	3	3	8	24		Polish	Polish	Polish	Slovianska Pravda	Catholicism	Catholicism	Legnica	https://ck3.paradoxwikis.com/List_of_counties#Legnica
c_leibach		Leibach	Krain	Bavaria	Bavaria	Bavaria	Germania	Holy Roman Empire	Holy Roman Empire	4	5	8	24		Carantanian	Carantanian	Carantanian	Catholicism	Catholicism	Catholicism	Leibach	https://ck3.paradoxwikis.com/List_of_counties#Leibach
c_leibnitz		Leibnitz	Steyermark	Bavaria	Bavaria	Bavaria	Germania	Holy Roman Empire	Holy Roman Empire	3	5	8	24		Carantanian	Carantanian	Carantanian	Catholicism	Catholicism	Catholicism	Leibnitz	https://ck3.paradoxwikis.com/List_of_counties#Leibnitz
c_leicestershire		Leicestershire	Mercia	England	England	England	Britannia	Britannia	Britannia	4	6	9	20		Anglo-Saxon	Anglo-Saxon	English	Catholicism	Catholicism	Catholicism	Leicestershire	https://ck3.paradoxwikis.com/List_of_counties#Leicestershire
c_leinster		Leinster	Leinster	Ireland	Ireland	Ireland	Britannia	Britannia	Britannia	4	2	6	14		Irish	Irish	Irish	Insularism	Insularism	Catholicism	Leinster	https://ck3.paradoxwikis.com/List_of_counties#Leinster
c_lennox		Lennox	Strathclyde	Scotland	Scotland	Scotland	Britannia	Britannia	Britannia	3	2	8	20	University	Cumbrian	Gaelic	Gaelic	Catholicism	Catholicism	Catholicism	Lennox	https://ck3.paradoxwikis.com/List_of_counties#Lennox
c_leon		Leon	LeÃ³n	Asturias	LeÃ³n	LeÃ³n	Hispania	Hispania	Hispania	5	8	12	34		Asturleonese	Asturleonese	Asturleonese	Catholicism	Catholicism	Catholicism	Leon	https://ck3.paradoxwikis.com/List_of_counties#Leon
c_l_on		LÃ©on	Brittany	Brittany	Brittany	Brittany	Francia	Francia	Francia	2	5	8	24		Breton	Breton	Breton	Catholicism	Catholicism	Catholicism	LÃ©on	https://ck3.paradoxwikis.com/List_of_counties#L%C3%83%C2%A9on
c_lesbos		Lesbos	Aegean Islands	Thessalonika	Thessalonika	Thessalonika	Byzantine Empire	Byzantine Empire	Byzantine Empire	3	6	10	24		Greek	Greek	Greek	Orthodoxy	Orthodoxy	Orthodoxy	Lesbos	https://ck3.paradoxwikis.com/List_of_counties#Lesbos
c_leuchtenburg		Leuchtenburg	Nordgau	Bavaria	Bavaria	Bavaria	Germania	Holy Roman Empire	Holy Roman Empire	3	5	8	24		Bavarian	Bavarian	Bavarian	Catholicism	Catholicism	Catholicism	Leuchtenburg	https://ck3.paradoxwikis.com/List_of_counties#Leuchtenburg
c_liege		Liege	Luxembourg	Lotharingia	Lotharingia	Lotharingia	Germania	Holy Roman Empire	Holy Roman Empire	3	5	8	20		French	French	French	Catholicism	Catholicism	Catholicism	Liege	https://ck3.paradoxwikis.com/List_of_counties#Liege
c_lienz		Lienz	Tyrol	Bavaria	Bavaria	Bavaria	Germania	Holy Roman Empire	Holy Roman Empire	3	5	8	24		Bavarian	Bavarian	Bavarian	Catholicism	Catholicism	Catholicism	Lienz	https://ck3.paradoxwikis.com/List_of_counties#Lienz
c_lika		Lika	Croatia	Croatia	Croatia	Croatia	Byzantine Empire	Byzantine Empire	Byzantine Empire	4	5	8	24		Croatian	Croatian	Croatian	Catholicism	Catholicism	Catholicism	Lika	https://ck3.paradoxwikis.com/List_of_counties#Lika
c_lille		Lille	Flanders	France	France	France	Francia	Francia	Francia	3	5	8	24		French	French	French	Catholicism	Catholicism	Catholicism	Lille	https://ck3.paradoxwikis.com/List_of_counties#Lille
c_limousin		Limousin	Aquitaine	Aquitaine	France	France	Francia	Francia	Francia	4	6	9	24		Occitan	Occitan	Occitan	Catholicism	Catholicism	Catholicism	Limousin	https://ck3.paradoxwikis.com/List_of_counties#Limousin
c_lincolnshire		Lincolnshire	York	England	England	England	Britannia	Britannia	Britannia	5	8	11	24		Anglo-Saxon	Anglo-Saxon	English	Catholicism	Catholicism	Catholicism	Lincolnshire	https://ck3.paradoxwikis.com/List_of_counties#Lincolnshire
c_linlithgowshire		Linlithgowshire	Lothian	Scotland	Scotland	Scotland	Britannia	Britannia	Britannia	3	2	8	20		Anglo-Saxon	Scots	Scots	Catholicism	Catholicism	Catholicism	Linlithgowshire	https://ck3.paradoxwikis.com/List_of_counties#Linlithgowshire
